framework,framework_version,architecture,observable,n,k,depth,n_params,n_param_sets,n_grad_components,var_pooled,seed,wall_time_s,timestamp
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,4,6,72,20,1440,1.32426360e-02,42124432,25.283,2026-08-23T19:27:05.015267+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,4,7,84,20,1680,1.02780773e-02,42124463,35.577,2026-08-23T19:27:40.615004+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,4,8,96,20,1920,1.15386478e-02,42124494,45.422,2026-08-23T19:28:26.040630+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,4,9,108,20,2160,9.31742525e-03,42124525,57.483,2026-08-23T19:29:23.527083+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,4,10,120,20,2400,9.32198725e-03,42124556,70.616,2026-08-23T19:30:34.147110+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,4,11,132,20,2640,7.63491550e-03,42124587,85.554,2026-08-23T19:31:59.704329+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,4,12,144,20,2880,6.89500092e-03,42124618,101.530,2026-08-23T19:33:41.237931+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,4,13,156,20,3120,5.81706709e-03,42124649,119.587,2026-08-23T19:35:40.828519+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,4,14,168,20,3360,5.84662229e-03,42124680,136.732,2026-08-23T19:37:57.564263+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,4,15,180,20,3600,5.07030358e-03,42124711,157.571,2026-08-23T19:40:35.139659+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,4,16,192,20,3840,4.57703144e-03,42124742,178.017,2026-08-23T19:43:33.162209+00:00
qiskit-statevector,2.5.2,brickwall,pauli_z_first_k,12,4,17,204,20,4080,4.23916493e-03,42124773,200.376,2026-08-23T19:46:53.542281+00:00
